review_id,user_id,entity_id,review_text,rating,credibility,recency_weight,timestamp
r000000,u00025,e021,Museum restaurant clean museum hotel museum clean beautiful beach beach booking beautiful.,4,0.9541187656568475,0.780923684330654,2026-03-20
r000001,u00007,e020,Museum clean trip amazing trip booking tour booking restaurant excellent excellent restaurant.,4,0.5452814616057088,0.7855195606147675,2026-04-29
r000002,u00019,e001,Dirty friendly trip clean hotel booking restaurant tour hotel late hotel museum.,3,0.7790708453017986,0.695802833265454,2026-02-20
r000003,u00027,e003,Tour family unsafe booking dirty family tour restaurant unsafe trip tour unsafe.,3,0.9285279421535052,0.4294007127417436,2026-03-25
r000004,u00027,e009,Late trip excellent clean restaurant booking tour clean museum trip booking beach.,3,0.7734659735431445,0.5560511945036397,2026-02-20
r000005,u00057,e010,Tour friendly restaurant booking late family clean restaurant family hotel hotel friendly.,3,0.8871093179116236,0.849091838150487,2026-04-12
r000006,u00025,e006,Tour family museum excellent booking restaurant amazing friendly family clean trip booking.,4,0.7962614442204315,0.7479616447887895,2026-01-12
r000007,u00027,e004,Booking beautiful recommended family trip museum beautiful recommended hotel trip booking booking.,5,0.9070825179976283,0.8211342895932195,2026-05-02
r000008,u00074,e011,Dirty trip beach museum beach unsafe beach clean late trip booking beach.,3,0.9586251872617497,0.7739108647925332,2026-03-17
r000009,u00042,e009,Dirty tour late museum hotel museum restaurant family late restaurant late booking.,3,0.6545793793885042,0.7342489167740037,2026-04-26
r000010,u00033,e029,Tour comfortable booking recommended booking recommended tour museum hotel beautiful beach tour.,4,0.6338911756391555,0.845286078602401,2026-01-26
r000011,u00001,e005,Beach clean museum booking tour beautiful tour beautiful amazing tour hotel hotel.,4,0.6949444015886381,0.6756108987291174,2026-01-19
r000012,u00076,e001,Beach booking beach clean family trip booking amazing hotel excellent friendly trip.,4,0.8984508996078466,0.51697345878897,2026-06-21
r000013,u00060,e002,Beach friendly excellent restaurant beach dirty trip friendly tour restaurant tour museum.,3,0.9621905163463984,0.9663267280390476,2026-05-17
r000014,u00075,e022,Beach booking comfortable tour trip restaurant beach friendly comfortable beautiful hotel restaurant.,4,0.8616295800183539,0.865197175074649,2026-02-06
r000015,u00059,e005,Clean beautiful hotel comfortable beautiful trip tour family museum beach hotel restaurant.,5,0.7295374965587009,0.9043037493611891,2026-02-21
r000016,u00028,e022,Hotel restaurant restaurant hotel hotel poor bad museum restaurant restaurant unsafe poor.,2,0.8816408173688662,0.7072913192440311,2026-06-05
r000017,u00034,e014,Unsafe museum friendly tour hotel hotel family trip unsafe late museum beach.,3,0.9542585943965175,0.5467736099317052,2026-05-25
r000018,u00066,e016,Family rude booking museum restaurant family beach unsafe crowded expensive beach museum.,2,0.7247660714507895,0.681421424182887,2026-01-29
r000019,u00038,e029,Restaurant bad crowded bad beach expensive family trip museum trip tour booking.,2,0.8061739667667698,0.7910188626879957,2026-06-04
r000020,u00017,e028,Beach late restaurant hotel bad beach museum beach crowded family museum late.,2,0.4297908352151935,0.6018812693825412,2026-06-09
r000021,u00054,e004,Recommended tour comfortable tour tour beautiful booking beautiful tour trip beach family.,4,0.8287648802590047,0.6179065922674154,2026-03-24
r000022,u00039,e007,Museum late museum trip poor beach trip unsafe museum crowded family family.,2,0.7733641147135034,0.7931320309122039,2026-01-11
r000023,u00041,e022,Family friendly beach beautiful friendly tour comfortable beach hotel family booking trip.,4,0.9407137130403511,0.8413151567337374,2026-05-11
r000024,u00020,e023,Safe beach trip museum restaurant museum clean hotel booking amazing clean trip.,4,0.8419554269861689,0.6147506758378997,2026-01-01
r000025,u00078,e013,Clean trip hotel tour museum trip safe comfortable family restaurant trip amazing.,4,0.6578371674816512,0.6851484752415115,2026-04-28
r000026,u00063,e015,Expensive hotel dirty bad hotel restaurant restaurant beach family expensive trip tour.,1,0.8828837133876424,0.8096634269223556,2026-01-24
r000027,u00067,e007,Museum trip unsafe unsafe beach friendly hotel beach beach restaurant family unsafe.,3,0.9836863429794701,0.7832052099763616,2026-04-01
r000028,u00073,e028,Tour amazing friendly restaurant museum beach family excellent booking family trip clean.,4,0.8998267408165973,0.7465082702922529,2026-02-04
r000029,u00058,e000,Trip recommended trip safe restaurant family booking trip tour beautiful beach comfortable.,4,0.5785795074894887,0.4967559597545104,2026-03-30
r000030,u00030,e028,Beach dirty hotel rude unsafe hotel bad restaurant hotel family restaurant museum.,2,0.8596236591933344,0.6510401611678602,2026-05-12
r000031,u00011,e027,Beach tour booking excellent clean clean late restaurant hotel tour trip museum.,3,0.7224595762105888,0.9497805946301616,2026-01-03
r000032,u00079,e008,Hotel excellent restaurant trip beach friendly tour trip late clean family tour.,3,0.8427559665017721,0.8394582571510265,2026-05-09
r000033,u00045,e006,Booking late booking booking restaurant trip late dirty family late museum beach.,3,0.9358398721993011,0.8860201056088294,2026-06-14
r000034,u00075,e003,Amazing hotel hotel excellent excellent restaurant museum hotel trip beach museum beautiful.,5,0.953681243535526,0.6724728360962009,2026-03-08
r000035,u00077,e002,Tour clean restaurant hotel tour booking beach late museum friendly excellent restaurant.,3,0.8851426152558207,0.7504529859192278,2026-06-09
r000036,u00015,e008,Hotel friendly friendly trip family comfortable restaurant tour amazing museum museum trip.,4,0.7102517031285328,0.7751654088697363,2026-04-01
r000037,u00046,e011,Safe safe restaurant trip museum excellent tour museum beach trip beach amazing.,5,0.7347403186996013,0.846330301953247,2026-05-23
r000038,u00070,e008,Booking clean museum museum clean hotel excellent family museum trip excellent museum.,3,0.6169826028993729,0.621070727050152,2026-04-03
r000039,u00025,e003,Excellent excellent hotel tour excellent hotel family family amazing beach tour booking.,4,0.8732256613138509,0.8486370622948224,2026-06-23
r000040,u00076,e010,Booking excellent restaurant friendly museum restaurant amazing comfortable family tour trip tour.,4,0.6975689825477014,0.655696688824658,2026-01-09
r000041,u00003,e028,Beautiful excellent booking beautiful family family restaurant hotel safe tour booking hotel.,4,0.7424377584087224,0.6750775938414061,2026-02-23
r000042,u00056,e022,Crowded poor hotel museum restaurant booking restaurant museum dirty museum tour crowded.,2,0.8957749516084954,0.9293299964813899,2026-01-22
r000043,u00027,e026,Restaurant beach tour family clean family booking amazing museum restaurant amazing safe.,4,0.7299738263276125,0.8880183920039839,2026-02-12
r000044,u00025,e000,Family restaurant restaurant museum tour tour excellent friendly museum safe booking comfortable.,5,0.8836193742123934,0.7567701469740593,2026-03-10
r000045,u00039,e009,Bad expensive expensive hotel family museum beach dirty family trip beach family.,2,0.8638082888793721,0.8328777366873392,2026-03-11
r000046,u00023,e003,Hotel beach beautiful hotel tour beach clean beautiful friendly trip beach family.,5,0.766804930534803,0.6812153398364962,2026-05-08
r000047,u00078,e023,Hotel tour comfortable family booking beach amazing comfortable trip trip restaurant clean.,4,0.9251957761967127,0.6981804901177945,2026-05-06
r000048,u00018,e005,Family late dirty trip booking trip excellent late tour hotel restaurant booking.,3,0.8437919849800665,0.7234523462075868,2026-04-04
r000049,u00028,e020,Safe tour hotel hotel beautiful restaurant amazing trip hotel museum clean restaurant.,5,0.898821216006427,0.8386429812728162,2026-03-05
r000050,u00031,e004,Museum hotel booking excellent family amazing restaurant recommended museum recommended booking tour.,5,0.7659315487645756,0.8360518529777325,2026-05-10
r000051,u00058,e019,Crowded museum family dirty unsafe hotel museum booking beach family crowded family.,2,0.7372318432769387,0.8256718357295563,2026-01-13
r000052,u00072,e011,Hotel beach museum hotel restaurant friendly booking trip safe excellent beautiful tour.,4,0.9343028876974133,0.5617368613652118,2026-03-06
r000053,u00047,e012,Beach trip family amazing friendly recommended beach booking friendly trip tour beach.,4,0.596800954524705,0.6866698432786038,2026-02-18
r000054,u00006,e029,Tour clean museum beach museum excellent comfortable family restaurant comfortable beach tour.,4,0.9520230663768346,0.8618906981963166,2026-05-23
r000055,u00023,e029,Booking booking hotel restaurant booking comfortable clean booking booking recommended museum amazing.,5,0.8511107572897006,0.8551156980863134,2026-06-08
r000056,u00021,e004,Museum museum excellent beach beautiful tour hotel excellent beach friendly booking museum.,4,0.8344324603368389,0.6559568886449617,2026-02-10
r000057,u00061,e012,Beautiful friendly excellent tour museum museum amazing family museum restaurant beach beach.,5,0.77407786212563,0.6739650168459687,2026-06-02
r000058,u00031,e011,Hotel tour comfortable friendly comfortable booking museum family beach booking family excellent.,5,0.8953410084283534,0.9034273642740857,2026-03-23
r000059,u00005,e002,Beach beach restaurant family beach dirty unsafe museum restaurant dirty late beach.,3,0.913403247379015,0.7972899558009484,2026-06-02
r000060,u00014,e004,Family friendly booking beach beautiful family comfortable comfortable museum tour trip booking.,4,0.7324774676104383,0.5335221806385361,2026-03-22
r000061,u00002,e019,Booking dirty trip museum tour clean booking tour excellent family unsafe trip.,3,0.7797009148897713,0.6064671952218605,2026-01-24
r000062,u00023,e027,Restaurant family hotel friendly excellent amazing clean booking tour restaurant hotel restaurant.,4,0.8284755987552315,0.7167713230731286,2026-03-19
r000063,u00068,e012,Unsafe dirty trip trip museum restaurant family bad family hotel trip poor.,2,0.8462800868603962,0.9709635499662695,2026-02-05
r000064,u00071,e010,Booking friendly trip late booking clean museum trip beach tour booking excellent.,3,0.6147304668637559,0.8955294077864513,2026-02-09
r000065,u00027,e009,Recommended museum beach clean tour trip clean museum amazing trip hotel beach.,4,0.7551487823151073,0.6518850559404654,2026-04-10
r000066,u00066,e010,Recommended tour trip beach hotel beautiful beach beautiful restaurant beach comfortable beach.,5,0.8464030498550867,0.6917905595505894,2026-05-26
r000067,u00010,e023,Trip booking tour amazing recommended restaurant restaurant tour excellent museum recommended beach.,5,0.8868523572035307,0.6547555032522202,2026-05-21
r000068,u00048,e016,Family beach restaurant tour dirty trip trip rude hotel crowded poor hotel.,2,0.7704106045210299,0.8588811464981528,2026-05-27
r000069,u00026,e014,Booking booking clean dirty beach museum excellent museum hotel museum restaurant friendly.,3,0.7162750483766529,0.9641947376285416,2026-06-11
r000070,u00033,e024,Family hotel restaurant friendly trip excellent restaurant amazing hotel museum booking comfortable.,5,0.7384156391669809,0.6522300957093152,2026-02-16
r000071,u00039,e026,Hotel booking family unsafe poor beach tour hotel rude restaurant expensive tour.,2,0.887345331569794,0.7808110078596154,2026-05-20
r000072,u00033,e014,Late excellent beach hotel excellent family beach beach excellent family booking tour.,3,0.8970581827382754,0.8631475812527402,2026-03-12
r000073,u00070,e015,Museum clean restaurant booking beach tour comfortable beach tour museum recommended amazing.,4,0.7837813683607645,0.49797080919752323,2026-02-01
r000074,u00018,e006,Beautiful museum excellent museum booking trip trip beautiful restaurant recommended tour hotel.,5,0.8694141162751955,0.7941748607161139,2026-02-10
r000075,u00047,e012,Tour booking recommended excellent trip clean beach restaurant safe family hotel family.,5,0.8940574534127801,0.6639209799440543,2026-04-22
r000076,u00003,e029,Trip beach tour tour hotel unsafe unsafe unsafe beach restaurant clean museum.,3,0.9761135525659898,0.7737081029918266,2026-02-05
r000077,u00014,e005,Clean tour family beach family tour hotel late dirty restaurant museum late.,3,0.5683988192751952,0.8316001933906003,2026-01-06
r000078,u00003,e009,Amazing amazing booking family friendly clean beach museum family hotel tour booking.,4,0.8968541571827151,0.7257453877660162,2026-06-09
r000079,u00005,e011,Tour safe excellent restaurant family beach beach beautiful booking beach restaurant recommended.,5,0.9229369153564674,0.8816344334435784,2026-05-01
r000080,u00040,e008,Booking tour museum booking friendly family excellent dirty beach late tour beach.,3,0.57472096843412,0.8321492045975803,2026-05-30
r000081,u00071,e011,Restaurant family trip dirty hotel late beach dirty late restaurant museum hotel.,3,0.8500786568199442,0.871908160806377,2026-06-22
r000082,u00029,e023,Hotel beach friendly restaurant safe trip trip amazing trip friendly booking tour.,4,0.9384779495695027,0.7228045590198584,2026-05-14
r000083,u00015,e027,Hotel beach comfortable comfortable beach safe booking hotel friendly tour tour tour.,4,0.9003861516213009,0.7494174500761955,2026-06-28
r000084,u00056,e011,Restaurant trip tour trip beautiful beautiful trip booking amazing excellent family restaurant.,4,0.5904649214875082,0.563817121100888,2026-02-15
r000085,u00032,e021,Family late family booking dirty restaurant friendly museum family trip excellent beach.,3,0.8219823288170052,0.6469668805020955,2026-04-06
r000086,u00038,e010,Trip amazing hotel recommended hotel family trip tour family safe comfortable trip.,4,0.8980105047699408,0.7526342452866353,2026-02-11
r000087,u00007,e013,Family hotel tour dirty family tour beach trip dirty museum late dirty.,3,0.8031203919320368,0.31546148680168673,2026-05-21
r000088,u00026,e023,Clean restaurant family family hotel safe friendly restaurant restaurant booking amazing tour.,5,0.8251815609793944,0.5925218588724246,2026-04-23
r000089,u00077,e024,Friendly beautiful tour restaurant restaurant safe booking beautiful restaurant hotel restaurant family.,5,0.8519811954033004,0.7483185108105965,2026-02-06
r000090,u00069,e022,Beach family booking excellent booking restaurant beautiful amazing booking trip clean tour.,4,0.8578516648406365,0.7420040663005307,2026-03-09
r000091,u00017,e022,Trip beach recommended booking booking trip tour trip beautiful clean museum friendly.,5,0.9445311916985557,0.37392198258230586,2026-01-04
r000092,u00055,e006,Unsafe museum dirty family restaurant beach booking dirty tour unsafe trip museum.,3,0.8216586447914809,0.7401337263892726,2026-03-08
r000093,u00000,e003,Recommended museum friendly hotel family tour tour excellent family clean trip museum.,5,0.6917475345306966,0.7809800661412535,2026-06-14
r000094,u00066,e003,Trip restaurant trip amazing trip safe booking comfortable safe trip museum beach.,4,0.7327915297948756,0.8197663253063335,2026-02-04
r000095,u00062,e009,Beach museum restaurant restaurant beautiful booking family friendly safe hotel comfortable tour.,4,0.7843476730400034,0.6131864914823419,2026-04-26
r000096,u00068,e015,Family hotel tour bad dirty beach family booking dirty beach restaurant crowded.,2,0.5933290167577197,0.7626201105498408,2026-01-07
r000097,u00035,e018,Tour booking comfortable family beach booking family beautiful clean family hotel amazing.,4,0.794449092694569,0.8061877517962032,2026-04-24
r000098,u00055,e020,Hotel booking expensive tour booking bad tour tour poor dirty tour beach.,2,0.9549663507153837,0.5565285267897876,2026-03-11
r000099,u00016,e005,Beach hotel late restaurant hotel booking crowded beach late expensive restaurant family.,2,0.7456170985570291,0.9608373985545334,2026-02-21
r000100,u00012,e023,Trip museum family hotel trip dirty unsafe beach booking late hotel unsafe.,3,0.6966501377243124,0.7304668708967781,2026-03-31
r000101,u00030,e001,Hotel hotel friendly trip trip hotel unsafe museum family unsafe late tour.,3,0.727277101376088,0.7276474203183114,2026-02-14
r000102,u00051,e023,Restaurant trip museum beautiful museum safe clean hotel clean family tour tour.,4,0.8016280748890223,0.7222026599083888,2026-05-20
r000103,u00056,e000,Booking beach booking hotel comfortable friendly restaurant museum safe family friendly trip.,5,0.7710440241152656,0.6255315719575811,2026-01-28
r000104,u00013,e024,Clean clean tour late dirty hotel restaurant restaurant trip restaurant trip museum.,3,0.8734223660108862,0.8229368917258587,2026-01-22
r000105,u00070,e021,Tour dirty dirty hotel friendly family family tour tour hotel friendly booking.,3,0.7948558903702191,0.8439729802754007,2026-01-06
r000106,u00044,e009,Recommended restaurant comfortable restaurant museum amazing trip hotel trip clean hotel booking.,4,0.8953878346162215,0.6552919497833432,2026-03-16
r000107,u00022,e029,Hotel hotel family excellent beach beach comfortable trip beautiful tour trip excellent.,4,0.5574046882025847,0.849401563363629,2026-02-12
r000108,u00043,e003,Restaurant trip recommended family museum amazing trip family museum trip friendly comfortable.,4,0.8612720294383255,0.5610543748386168,2026-05-09
r000109,u00005,e003,Booking hotel hotel friendly clean family restaurant safe hotel beach tour friendly.,4,0.9151121380570131,0.6286956291570053,2026-01-01
r000110,u00031,e008,Family museum family excellent hotel museum clean restaurant family beach excellent clean.,5,0.8923694208663917,0.8204076618004174,2026-04-23
r000111,u00041,e024,Tour beautiful beautiful excellent booking booking clean restaurant family museum museum restaurant.,4,0.7791329706708475,0.7438689920808912,2026-01-19
r000112,u00071,e012,Trip booking booking museum museum beach restaurant clean unsafe unsafe unsafe family.,3,0.8308408044963052,0.7570097869914862,2026-03-31
r000113,u00008,e010,Family hotel comfortable clean friendly family booking booking hotel family excellent restaurant.,4,0.76580658125529,0.9040259674537388,2026-03-12
r000114,u00029,e012,Recommended booking family family excellent museum hotel hotel tour clean amazing restaurant.,4,0.695518080322322,0.8594400108372471,2026-02-06
r000115,u00059,e013,Dirty restaurant hotel beach family beach restaurant clean friendly late trip booking.,3,0.7698957160684977,0.916406159143347,2026-05-19
r000116,u00007,e010,Beach comfortable beach trip safe recommended hotel family family hotel friendly hotel.,4,0.883395892913517,0.5839459757582455,2026-01-21
r000117,u00009,e002,Trip restaurant family beach dirty tour late family excellent dirty trip booking.,3,0.7151434609526928,0.8443399545187547,2026-04-10
r000118,u00042,e003,Beautiful family comfortable tour tour restaurant trip museum booking beautiful clean beach.,5,0.8447454185766158,0.9372181669909976,2026-04-18
r000119,u00031,e021,Restaurant friendly beach hotel museum trip clean trip clean trip recommended hotel.,4,0.9533350021197694,0.9585372735302229,2026-02-19
r000120,u00056,e023,Hotel booking excellent booking hotel amazing friendly museum museum family booking recommended.,4,0.947559453698356,0.9722967011431983,2026-04-14
r000121,u00018,e002,Hotel dirty trip trip family friendly family restaurant unsafe hotel clean museum.,3,0.9028680771030805,0.7953460977010164,2026-02-16
r000122,u00028,e010,Booking amazing beach museum comfortable booking booking excellent clean booking restaurant family.,4,0.8916962905447342,0.48555697653491314,2026-01-25
r000123,u00058,e025,Hotel bad poor beach beach crowded beach crowded hotel restaurant beach trip.,2,0.7170883891049004,0.6477542754524024,2026-06-11
r000124,u00073,e016,Restaurant dirty hotel booking museum museum clean beach restaurant family clean dirty.,3,0.8304992297873869,0.8669891730649698,2026-01-16
r000125,u00050,e007,Trip museum beach museum clean family beach beautiful trip recommended clean museum.,4,0.6427606833566767,0.8146672093098635,2026-04-22
r000126,u00017,e012,Family family museum tour booking rude museum late late poor restaurant hotel.,1,0.6715763488973645,0.8873801696787202,2026-03-06
r000127,u00064,e019,Beautiful family family family recommended comfortable museum beach beach tour clean beach.,5,0.7255862339002309,0.7891650915168492,2026-05-01
r000128,u00003,e017,Late tour crowded family family restaurant beach tour hotel bad trip crowded.,2,0.8293824233065431,0.6479101388566555,2026-02-21
r000129,u00069,e019,Family booking beach excellent booking clean restaurant trip restaurant clean beach clean.,5,0.8150378078797544,0.8290286089539396,2026-03-18
r000130,u00047,e025,Clean late booking restaurant museum booking restaurant late restaurant friendly booking hotel.,3,0.7807578214350409,0.8250467237168979,2026-06-13
r000131,u00038,e023,Beach tour friendly beautiful beach beach beach restaurant comfortable hotel booking amazing.,5,0.8642115247008759,0.4032338660696561,2026-02-27
r000132,u00032,e016,Trip excellent museum trip museum friendly family clean hotel hotel clean restaurant.,4,0.7294356158039069,0.7651498399186418,2026-03-02
r000133,u00004,e005,Dirty expensive tour rude family hotel hotel tour beach expensive beach tour.,2,0.8144708647674398,0.7916771808526506,2026-01-07
r000134,u00049,e027,Clean family recommended beautiful tour trip family hotel comfortable tour tour hotel.,5,0.8547040097879782,0.9573704786854442,2026-02-14
r000135,u00030,e001,Museum museum hotel amazing hotel amazing booking family comfortable trip tour beautiful.,5,0.7435727175843294,0.5278859173731957,2026-04-23
r000136,u00077,e016,Beach clean amazing family comfortable beach hotel tour family trip trip excellent.,4,0.6712241447900709,0.5821301459200539,2026-05-15
r000137,u00076,e027,Restaurant friendly restaurant museum friendly museum family unsafe trip friendly family family.,3,0.827649080358262,0.8026541794796043,2026-05-10
r000138,u00024,e021,Friendly tour friendly amazing museum beach recommended trip booking hotel family museum.,4,0.8959523700223222,0.8373442343610964,2026-05-19
r000139,u00062,e004,Unsafe restaurant excellent beach trip friendly clean family beach hotel booking booking.,3,0.9043438093770618,0.6320945745843957,2026-04-16
r000140,u00069,e026,Trip family hotel family clean beautiful friendly restaurant trip excellent museum trip.,5,0.8156811243184102,0.8379372628640913,2026-02-08
r000141,u00075,e009,Museum trip beach late beach tour beach unsafe friendly restaurant clean restaurant.,3,0.7805695028788622,0.8759040251098796,2026-02-28
r000142,u00013,e009,Beach restaurant comfortable family excellent museum hotel beautiful family friendly tour restaurant.,4,0.7349924289578321,0.8253326521269452,2026-02-11
r000143,u00074,e003,Dirty unsafe unsafe booking museum trip trip clean family beach beach family.,3,0.9819415176877706,0.6468120007798962,2026-06-29
r000144,u00050,e001,Museum booking clean clean museum restaurant clean booking hotel tour friendly restaurant.,3,0.7140875427728843,0.4520982757295914,2026-01-29
r000145,u00053,e014,Beach hotel restaurant rude dirty museum trip family restaurant restaurant rude rude.,2,0.8429074932321369,0.8360890966975026,2026-01-05
r000146,u00012,e024,Tour restaurant booking trip beautiful comfortable hotel beach excellent hotel tour friendly.,5,0.7291621620604566,0.7534937380579438,2026-01-09
r000147,u00002,e013,Beach restaurant tour comfortable beach clean amazing beach trip beach amazing restaurant.,4,0.8762545593203339,0.7513686908196794,2026-05-03
r000148,u00064,e022,Beach trip tour booking comfortable trip beautiful clean beautiful museum beach family.,5,0.8470872904227287,0.74052148893768,2026-02-21
