review_id,user_id,entity_id,rating,credibility,recency_weight,text_quality_score
r000000,u00025,e021,4,0.9541187656568476,0.780923684330654,0.7691441211932519
r000001,u00007,e020,4,0.5452814616057088,0.7855195606147675,0.7992034194440506
r000002,u00019,e001,3,0.7790708453017986,0.695802833265454,0.5221608254973289
r000003,u00027,e003,3,0.9285279421535052,0.4294007127417436,0.453673316041636
r000004,u00027,e009,3,0.7734659735431445,0.5560511945036397,0.5602988267836151
r000005,u00057,e010,3,0.8871093179116236,0.849091838150487,0.5696778814863452
r000006,u00025,e006,4,0.7962614442204315,0.7479616447887895,0.7917436237808485
r000007,u00027,e004,5,0.9070825179976284,0.8211342895932195,0.8462221618112175
r000008,u00074,e011,3,0.9586251872617496,0.7739108647925332,0.5062730965307856
r000009,u00042,e009,3,0.6545793793885042,0.7342489167740037,0.4587051175662113
r000010,u00033,e029,4,0.6338911756391555,0.845286078602401,0.8559856777143878
r000011,u00001,e005,4,0.6949444015886381,0.6756108987291174,0.7948419164553436
r000012,u00076,e001,4,0.8984508996078466,0.51697345878897,0.8029378804752096
r000013,u00060,e002,3,0.9621905163463984,0.9663267280390476,0.5584357645209675
r000014,u00075,e022,4,0.8616295800183539,0.865197175074649,0.8330885637527577
r000015,u00059,e005,5,0.7295374965587009,0.9043037493611892,0.8560827468771651
r000016,u00028,e022,2,0.8816408173688662,0.7072913192440311,0.1522476784513703
r000017,u00034,e014,3,0.9542585943965176,0.5467736099317052,0.49800495383053694
r000018,u00066,e016,2,0.7247660714507895,0.681421424182887,0.1457408266429821
r000019,u00038,e029,2,0.8061739667667698,0.7910188626879957,0.16463492759804868
r000020,u00017,e028,2,0.4297908352151935,0.6018812693825412,0.17861672877524784
r000021,u00054,e004,4,0.8287648802590047,0.6179065922674154,0.8754442488254328
r000022,u00039,e007,2,0.7733641147135034,0.7931320309122039,0.23753906460908364
r000023,u00041,e022,4,0.9407137130403512,0.8413151567337374,0.8423571776876421
r000024,u00020,e023,4,0.8419554269861689,0.6147506758378997,0.7961517087291166
r000025,u00078,e013,4,0.6578371674816512,0.6851484752415115,0.853134624784436
r000026,u00063,e015,1,0.8828837133876424,0.8096634269223556,0.20710188456174028
r000027,u00067,e007,3,0.98368634297947,0.7832052099763616,0.4750285858811991
r000028,u00073,e028,4,0.8998267408165973,0.7465082702922529,0.7922770356752591
r000029,u00058,e000,4,0.5785795074894887,0.4967559597545104,0.8783911638323196
r000030,u00030,e028,2,0.8596236591933344,0.6510401611678602,0.1466239424066814
r000031,u00011,e027,3,0.7224595762105888,0.9497805946301616,0.5488342581440919
r000032,u00079,e008,3,0.8427559665017721,0.8394582571510265,0.6072015679224677
r000033,u00045,e006,3,0.9358398721993012,0.8860201056088294,0.47566260281576705
r000034,u00075,e003,5,0.953681243535526,0.6724728360962009,0.8061750266149315
r000035,u00077,e002,3,0.8851426152558207,0.7504529859192278,0.5397526595808583
r000036,u00015,e008,4,0.7102517031285328,0.7751654088697363,0.8059503173572217
r000037,u00046,e011,5,0.7347403186996013,0.846330301953247,0.8126319651167799
r000038,u00070,e008,3,0.6169826028993729,0.621070727050152,0.6244529180821015
r000039,u00025,e003,4,0.8732256613138509,0.8486370622948224,0.8057038110416862
r000040,u00076,e010,4,0.6975689825477014,0.655696688824658,0.8118555592675958
r000041,u00003,e028,4,0.7424377584087224,0.6750775938414061,0.8273349168001882
r000042,u00056,e022,2,0.8957749516084954,0.92932999648139,0.14352979547967187
r000043,u00027,e026,4,0.7299738263276125,0.8880183920039839,0.8248153568116633
r000044,u00025,e000,5,0.8836193742123934,0.7567701469740593,0.7856136543214253
r000045,u00039,e009,2,0.8638082888793721,0.8328777366873392,0.3153293725956734
r000046,u00023,e003,5,0.766804930534803,0.6812153398364962,0.835177232419312
r000047,u00078,e023,4,0.9251957761967128,0.6981804901177945,0.8357794402068287
r000048,u00018,e005,3,0.8437919849800665,0.7234523462075868,0.4751740780701356
r000049,u00028,e020,5,0.898821216006427,0.8386429812728162,0.8252462006886108
r000050,u00031,e004,5,0.7659315487645756,0.8360518529777325,0.8271052920665345
r000051,u00058,e019,2,0.7372318432769387,0.8256718357295563,0.16706038700495524
r000052,u00072,e011,4,0.9343028876974132,0.5617368613652118,0.8173570297651381
r000053,u00047,e012,4,0.596800954524705,0.6866698432786038,0.8046783939825682
r000054,u00006,e029,4,0.9520230663768346,0.8618906981963166,0.7956860266320369
r000055,u00023,e029,5,0.8511107572897006,0.8551156980863134,0.8162659133862655
r000056,u00021,e004,4,0.8344324603368389,0.6559568886449617,0.6993888663423851
r000057,u00061,e012,5,0.77407786212563,0.6739650168459687,0.7330095193619436
r000058,u00031,e011,5,0.8953410084283534,0.9034273642740857,0.8067363122022682
r000059,u00005,e002,3,0.913403247379015,0.7972899558009484,0.4547901872145356
r000060,u00014,e004,4,0.7324774676104383,0.5335221806385361,0.8468097483422564
r000061,u00002,e019,3,0.7797009148897713,0.6064671952218605,0.51551032643923
r000062,u00023,e027,4,0.8284755987552315,0.7167713230731286,0.6814766833284178
r000063,u00068,e012,2,0.8462800868603962,0.9709635499662695,0.31761439542143566
r000064,u00071,e010,3,0.6147304668637559,0.8955294077864513,0.5587209536639794
r000065,u00027,e009,4,0.7551487823151073,0.6518850559404654,0.8426490415843413
r000066,u00066,e010,5,0.8464030498550867,0.6917905595505894,0.8759948122296228
r000067,u00010,e023,5,0.8868523572035307,0.6547555032522202,0.8083793175145542
r000068,u00048,e016,2,0.7704106045210299,0.8588811464981528,0.1483964388755728
r000069,u00026,e014,3,0.7162750483766529,0.9641947376285416,0.5548144263036916
r000070,u00033,e024,5,0.7384156391669809,0.6522300957093152,0.7991814927518397
r000071,u00039,e026,2,0.887345331569794,0.7808110078596154,0.14621431001141616
r000072,u00033,e014,3,0.8970581827382754,0.8631475812527402,0.5999776571587602
r000073,u00070,e015,4,0.7837813683607645,0.4979708091975232,0.7920455308299795
r000074,u00018,e006,5,0.8694141162751955,0.7941748607161139,0.8109838069074491
r000075,u00047,e012,5,0.8940574534127801,0.6639209799440543,0.8171999098658458
r000076,u00003,e029,3,0.9761135525659898,0.7737081029918266,0.4866921909717995
r000077,u00014,e005,3,0.5683988192751952,0.8316001933906003,0.4400228808027308
r000078,u00003,e009,4,0.8968541571827151,0.7257453877660162,0.8171858740808096
r000079,u00005,e011,5,0.9229369153564674,0.8816344334435784,0.805474508263496
r000080,u00040,e008,3,0.57472096843412,0.8321492045975803,0.5157307477759414
r000081,u00071,e011,3,0.8500786568199442,0.871908160806377,0.44615661354645164
r000082,u00029,e023,4,0.9384779495695028,0.7228045590198584,0.7942275573140436
r000083,u00015,e027,4,0.9003861516213009,0.7494174500761955,0.8434731630488056
r000084,u00056,e011,4,0.5904649214875082,0.563817121100888,0.8605528941672971
r000085,u00032,e021,3,0.8219823288170052,0.6469668805020955,0.5306752707898491
r000086,u00038,e010,4,0.8980105047699408,0.7526342452866353,0.8687933956595004
r000087,u00007,e013,3,0.8031203919320368,0.3154614868016867,0.45250153134930365
r000088,u00026,e023,5,0.8251815609793944,0.5925218588724246,0.7337624610775723
r000089,u00077,e024,5,0.8519811954033004,0.7483185108105965,0.7714822463156947
r000090,u00069,e022,4,0.8578516648406365,0.7420040663005307,0.7874247435714494
r000091,u00017,e022,5,0.9445311916985556,0.3739219825823058,0.8252750103566235
r000092,u00055,e006,3,0.8216586447914809,0.7401337263892726,0.44905774204355825
r000093,u00000,e003,5,0.6917475345306966,0.7809800661412535,0.8053313934230878
r000094,u00066,e003,4,0.7327915297948756,0.8197663253063335,0.8862806714355875
r000095,u00062,e009,4,0.7843476730400034,0.6131864914823419,0.8317976096624935
r000096,u00068,e015,2,0.5933290167577197,0.7626201105498408,0.22515747058876404
r000097,u00035,e018,4,0.794449092694569,0.8061877517962032,0.8392648422457218
r000098,u00055,e020,2,0.9549663507153836,0.5565285267897876,0.29298067440942216
r000099,u00016,e005,2,0.7456170985570291,0.9608373985545334,0.1944684872405532
r000100,u00012,e023,3,0.6966501377243124,0.7304668708967781,0.4342966139062701
r000101,u00030,e001,3,0.727277101376088,0.7276474203183114,0.48522293308198683
r000102,u00051,e023,4,0.8016280748890223,0.7222026599083888,0.7993541832244702
r000103,u00056,e000,5,0.7710440241152656,0.6255315719575811,0.8175877646762719
r000104,u00013,e024,3,0.8734223660108862,0.8229368917258587,0.5029816683443755
r000105,u00070,e021,3,0.7948558903702191,0.8439729802754007,0.5823764324581118
r000106,u00044,e009,4,0.8953878346162215,0.6552919497833432,0.8389393030256782
r000107,u00022,e029,4,0.5574046882025847,0.849401563363629,0.8377351243228114
r000108,u00043,e003,4,0.8612720294383255,0.5610543748386168,0.833704478794323
r000109,u00005,e003,4,0.9151121380570132,0.6286956291570053,0.7737452281894114
r000110,u00031,e008,5,0.8923694208663917,0.8204076618004174,0.7069172806937611
r000111,u00041,e024,4,0.7791329706708475,0.7438689920808912,0.7493543639945952
r000112,u00071,e012,3,0.8308408044963052,0.7570097869914862,0.49308527533771307
r000113,u00008,e010,4,0.76580658125529,0.9040259674537388,0.8146542093973027
r000114,u00029,e012,4,0.695518080322322,0.8594400108372471,0.822135700979999
r000115,u00059,e013,3,0.7698957160684977,0.916406159143347,0.5153513783650006
r000116,u00007,e010,4,0.883395892913517,0.5839459757582455,0.8643438104883145
r000117,u00009,e002,3,0.7151434609526928,0.8443399545187547,0.5053914969379875
r000118,u00042,e003,5,0.8447454185766158,0.9372181669909976,0.8293746587766528
r000119,u00031,e021,4,0.9533350021197694,0.9585372735302228,0.7767890699939515
r000120,u00056,e023,4,0.947559453698356,0.9722967011431984,0.7986253175588968
r000121,u00018,e002,3,0.9028680771030804,0.7953460977010164,0.5106946523631514
r000122,u00028,e010,4,0.8916962905447342,0.4855569765349131,0.7976719828059864
r000123,u00058,e025,2,0.7170883891049004,0.6477542754524024,0.14063879152250103
r000124,u00073,e016,3,0.8304992297873869,0.8669891730649698,0.5411173743289744
r000125,u00050,e007,4,0.6427606833566767,0.8146672093098635,0.820490309392573
r000126,u00017,e012,1,0.6715763488973645,0.8873801696787202,0.1851318792796934
r000127,u00064,e019,5,0.7255862339002309,0.7891650915168492,0.8337147575334155
r000128,u00003,e017,2,0.8293824233065431,0.6479101388566555,0.12383255235487954
r000129,u00069,e019,5,0.8150378078797544,0.8290286089539396,0.6876702633614842
r000130,u00047,e025,3,0.7807578214350409,0.8250467237168979,0.5147846109145355
r000131,u00038,e023,5,0.8642115247008759,0.4032338660696561,0.7927253204185517
r000132,u00032,e016,4,0.7294356158039069,0.7651498399186418,0.6331864946114982
r000133,u00004,e005,2,0.8144708647674398,0.7916771808526506,0.2701705216571481
r000134,u00049,e027,5,0.8547040097879782,0.9573704786854442,0.8431651943579643
r000135,u00030,e001,5,0.7435727175843294,0.5278859173731957,0.8632510856071571
r000136,u00077,e016,4,0.6712241447900709,0.5821301459200539,0.8128621727167291
r000137,u00076,e027,3,0.827649080358262,0.8026541794796043,0.5774751259896004
r000138,u00024,e021,4,0.8959523700223222,0.8373442343610964,0.8397738385825123
r000139,u00062,e004,3,0.9043438093770618,0.6320945745843957,0.6083155847489208
r000140,u00069,e026,5,0.8156811243184102,0.8379372628640913,0.7730270536813899
r000141,u00075,e009,3,0.7805695028788622,0.8759040251098796,0.5095446128231692
r000142,u00013,e009,4,0.7349924289578321,0.8253326521269452,0.8094739366032322
r000143,u00074,e003,3,0.9819415176877706,0.6468120007798962,0.4877136422079735
r000144,u00050,e001,3,0.7140875427728843,0.4520982757295914,0.6005636709933411
r000145,u00053,e014,2,0.8429074932321369,0.8360890966975026,0.1618255708777357
r000146,u00012,e024,5,0.7291621620604566,0.7534937380579438,0.8008743413864329
r000147,u00002,e013,4,0.8762545593203339,0.7513686908196794,0.8468325073325972
r000148,u00064,e022,5,0.8470872904227287,0.74052148893768,0.8572817505554122
r000149,u00055,e028,4,0.6373137050110698,0.793240418821197,0.820588941128827
r000150,u00010,e025,3,0.7349320989521797,0.7981811012238929,0.5722996093284248
r000151,u00072,e001,3,0.5828316536867243,0.6548854784119369,0.49231257930824684
r000152,u00065,e002,3,0.6520298518553929,0.7516508939833069,0.6208141404689329
r000153,u00054,e014,4,0.5575801072046054,0.8987718715023296,0.7650329714226346
r000154,u00024,e018,3,0.7601206182412915,0.5076060900157012,0.6271629514963852
r000155,u00043,e017,3,0.8516845662977882,0.7454270094441886,0.5205141921155562
r000156,u00044,e024,2,0.7604773590696039,0.454654782553064,0.10460291209847139
r000157,u00068,e000,3,0.9014638054421232,0.8824136559295536,0.5306201929833316
r000158,u00004,e001,5,0.9063055357508064,0.6577078682622137,0.7867852121575546
r000159,u00055,e029,3,0.9138998838359248,0.8021265693274126,0.493072792178026
r000160,u00006,e027,3,0.8715805169357712,0.3840858262836114,0.4600219476144285
r000161,u00029,e023,4,0.8106399264811324,0.8395365688462004,0.8162582698761329
r000162,u00053,e016,5,0.9304324554293584,0.8441674803929907,0.7735605735245993
r000163,u00005,e025,2,0.6639721974465892,0.6001098000080044,0.1695210707592819
r000164,u00036,e011,4,0.8980888216951,0.6005756568097057,0.8131755848498758
r000165,u00042,e016,3,0.7818834750127487,0.7260526421462172,0.5347498615746735
r000166,u00046,e029,2,0.8712180937244348,0.935090860336767,0.30145821948350193
r000167,u00042,e008,5,0.889719957621335,0.8060005221284949,0.7645364375408443
r000168,u00079,e014,4,0.7886943209421173,0.1806646483940309,0.8284565145702684
r000169,u00071,e008,4,0.4160304589888224,0.9134783580453232,0.8079026765708975
r000170,u00016,e016,3,0.6927271750389001,0.7356974247866089,0.5404994670800463
r000171,u00038,e001,4,0.6263920880006301,0.7325990326515459,0.7944760656873868
r000172,u00001,e017,3,0.7885205043485546,0.8901620156022978,0.5243775396068193
r000173,u00003,e011,4,0.8014861732513117,0.8557148725296467,0.8127787176794212
r000174,u00062,e011,3,0.7799020582133434,0.4436274325006704,0.5230902466163893
r000175,u00051,e014,2,0.8601772365782127,0.803398661751372,0.21331206519059548
r000176,u00063,e002,5,0.9459858329993132,0.4164278041756404,0.8544106688123495
r000177,u00034,e008,3,0.7139097027262513,0.527428417793028,0.5092986589310962
r000178,u00028,e009,4,0.9169666791370956,0.634572326860158,0.7911159777100226
r000179,u00063,e017,4,0.6823006104590426,0.7932356177189915,0.7857636629887408
r000180,u00038,e015,3,0.9223233635982576,0.8586346911846965,0.5612018384555715
r000181,u00076,e012,3,0.8363159927275993,0.8858219018028693,0.5968683194513922
r000182,u00033,e007,4,0.9122793789333046,0.4504958161343083,0.7658717853230866
r000183,u00002,e009,3,0.7964413132940934,0.6582839127854784,0.451081349105254
r000184,u00028,e012,4,0.9781182046760428,0.7216204639938953,0.7757059440927747
r000185,u00059,e006,4,0.7275159446507632,0.8319346374962449,0.8267280323652453
r000186,u00030,e014,5,0.7809208381740507,0.926454905179394,0.8835309212383662
r000187,u00059,e017,5,0.6560505831760338,0.5985375516490336,0.8347091549594808
r000188,u00012,e026,4,0.7131012249907278,0.957851526293395,0.8042535609424909
r000189,u00062,e019,3,0.7991361383466355,0.6003885654641825,0.513138182964903
r000190,u00065,e010,2,0.8346959001065807,0.9557314875481716,0.36768429486318754
r000191,u00073,e005,5,0.9202430185117936,0.7533433168009561,0.8157057642260789
r000192,u00007,e026,5,0.8803691508849105,0.5358156845326721,0.7902010205683526
r000193,u00028,e009,4,0.8842538929432824,0.8044530558785784,0.8310618403331893
r000194,u00075,e000,4,0.3385909805818098,0.5866613425347152,0.8281801442664382
r000195,u00049,e016,5,0.9424877935743644,0.8862727429143695,0.8368741957861979
r000196,u00042,e021,5,0.834341942652637,0.8753750757902115,0.7737557226151506
r000197,u00029,e022,5,0.9319931730614868,0.9244696543141372,0.8295569028588656
r000198,u00074,e025,3,0.7980588461784962,0.8969281069444717,0.5315395334820112
r000199,u00075,e008,5,0.8269839126859048,0.7523903615552835,0.830721965914632
r000200,u00057,e028,2,0.9344750093444114,0.9356451190286,0.19155235895807152
r000201,u00010,e010,5,0.7556904284146645,0.7682486896366505,0.8397123923647638
r000202,u00053,e029,4,0.7394594534967661,0.8342977855445909,0.8166232576292346
r000203,u00046,e020,5,0.882889698805014,0.6532155043512193,0.8102973442633177
r000204,u00041,e005,5,0.8276664893133793,0.8236024737116536,0.8511110773804317
r000205,u00043,e000,5,0.8670664795423905,0.7126761358225374,0.7840066248870394
r000206,u00076,e026,3,0.8241451673603574,0.8505695445846835,0.47603060453813006
r000207,u00046,e024,2,0.9214876347431517,0.6922816789746482,0.16424492437886293
r000208,u00013,e025,5,0.6539902269057628,0.8206724888922523,0.857597122539043
r000209,u00007,e011,3,0.8579275338882002,0.8189392579755322,0.5273057407678426
r000210,u00029,e000,4,0.9677430312377568,0.695792671584566,0.8209664636527946
r000211,u00050,e004,5,0.713092972890816,0.5858939154591013,0.7687586468413747
r000212,u00041,e007,2,0.7461054800194734,0.8737099368772315,0.4105937720398774
r000213,u00001,e013,1,0.8976819177665097,0.7683439744550148,0.17749928642438795
r000214,u00073,e017,4,0.747046730374602,0.5140413187797008,0.7707683027124735
r000215,u00023,e018,4,0.6808583933883139,0.7959299968213462,0.7430901367847242
r000216,u00005,e029,4,0.8783834158348336,0.8621082260757982,0.8023433584622277
r000217,u00002,e021,4,0.9354047954554908,0.8600066984957825,0.8419158233830739
r000218,u00074,e008,3,0.7822212932317951,0.6628966753158534,0.4873220571414971
r000219,u00076,e010,2,0.6531589626899049,0.8942715104459967,0.14520186839519392
r000220,u00066,e006,4,0.8978779021896227,0.9839045781552076,0.7776152052793919
r000221,u00076,e021,3,0.6853779272097572,0.8181557532122126,0.5109876475820812
r000222,u00065,e026,2,0.8728860911526706,0.3454414759959135,0.22331437621399985
r000223,u00007,e029,4,0.9190735275876566,0.9392553520154532,0.8643058923296718
r000224,u00034,e020,4,0.973831665708456,0.8331564133122344,0.8171600275997878
r000225,u00076,e006,4,0.8860038178077128,0.9193466789671026,0.8338764969569303
r000226,u00023,e003,3,0.7179636530839311,0.8816328028789899,0.5056621066825681
r000227,u00051,e008,3,0.5913197734160633,0.4536463109685573,0.5021461226758794
r000228,u00016,e024,3,0.8263478177988905,0.7372998581097734,0.46044723966644324
r000229,u00005,e029,3,0.7604194942215927,0.8144435511717303,0.5028977222307325
r000230,u00050,e024,4,0.7395701342980895,0.6987071839986531,0.8297143783104913
r000231,u00037,e005,3,0.8840237982976328,0.3016326932034663,0.5393221012731458
r000232,u00068,e029,4,0.825828077962809,0.7410453645935354,0.7381744732059332
r000233,u00078,e011,4,0.8604411304195375,0.4568597324637951,0.8329760300967038
r000234,u00053,e002,5,0.8439242021809836,0.8171824989250046,0.8353839766430744
r000235,u00053,e023,2,0.8825996054529293,0.7402303735424768,0.17266270391609195
r000236,u00009,e020,5,0.8128852644126879,0.837604841188915,0.8900328552403356
r000237,u00027,e017,4,0.704018829593588,0.5903280657681151,0.7974227530855769
r000238,u00047,e021,4,0.8095327716588053,0.7683415653510419,0.7735814388419401
r000239,u00000,e013,2,0.7346078668939188,0.4891578672358587,0.1568401353893868
r000240,u00045,e001,3,0.6167918975181326,0.7217669474898691,0.49044862012049684
r000241,u00067,e013,5,0.7401039257762388,0.5775010244425537,0.8007529582828615
r000242,u00043,e004,4,0.8662903260722433,0.8741179224320086,0.8442098135683818
r000243,u00069,e015,4,0.8035001797672685,0.7158797888199723,0.8416434462253097
r000244,u00079,e016,3,0.8211988468320811,0.3296375410673028,0.519207719367092
r000245,u00076,e014,5,0.9401574776216884,0.7304992398972494,0.8255954833652719
r000246,u00036,e001,4,0.8463245086023646,0.8202966808638054,0.8443075331249964
r000247,u00004,e018,1,0.5573786047864293,0.7371372153732956,0.2505150644096147
r000248,u00000,e028,3,0.8979546630261738,0.4854925446870161,0.5431774087437624
r000249,u00051,e019,2,0.8140185692565353,0.6780263077170426,0.18234474342545026
r000250,u00060,e001,1,0.5562942042520505,0.742088614139936,0.17266477896042143
r000251,u00066,e019,3,0.7610026600110544,0.4476435502668058,0.49063275521337796
r000252,u00023,e013,5,0.8297167820289462,0.8411951174288346,0.8305279182511394
r000253,u00005,e028,4,0.7228689499648621,0.7654220160796791,0.6873849640317194
r000254,u00008,e018,3,0.7495839517308743,0.7791699703563738,0.5469550446224158
r000255,u00048,e026,3,0.9730561600710714,0.8252515216695203,0.46398777284063586
r000256,u00017,e017,5,0.6184335016944545,0.7429097883012472,0.8194207655046806
r000257,u00065,e009,4,0.9623588300517324,0.8248174344608825,0.8157026630268627
r000258,u00055,e015,4,0.8185576974138776,0.9449858755394256,0.8443339847196889
r000259,u00011,e005,4,0.7051453515768887,0.3879815595755373,0.8244898619819964
r000260,u00066,e024,4,0.8028675939111485,0.74449210360253,0.7958834907820344
r000261,u00067,e001,5,0.6688384719642917,0.9077469027191036,0.6926620676478741
r000262,u00065,e029,4,0.8222900460063702,0.8125583037067271,0.8449955215202024
r000263,u00053,e029,4,0.9392120328691526,0.9516659122691464,0.7402146951759272
r000264,u00051,e015,3,0.8863113653782118,0.8389688853995876,0.5315931022765947
r000265,u00024,e006,4,0.7398139096715859,0.8395597121081989,0.6908803544282425
r000266,u00046,e012,3,0.8163944359772035,0.6733371428352297,0.64375566700657
r000267,u00050,e013,5,0.8746050284906539,0.4994944262287757,0.8018964690472029
r000268,u00009,e027,2,0.8911187642608819,0.6105939069853239,0.10025224479272075
r000269,u00000,e008,4,0.9128022768093268,0.5483647580489496,0.8253086995208065
r000270,u00017,e012,4,0.689216400375843,0.7901497673309454,0.8396909172378899
r000271,u00021,e029,2,0.874661347227244,0.7259841509728346,0.11705204505520811
r000272,u00008,e002,5,0.9430573824973596,0.7471812327247669,0.8487000298669045
r000273,u00005,e006,5,0.7257779149118407,0.8510669411517695,0.7072300072370188
r000274,u00036,e019,3,0.6391176702913238,0.8131204036606199,0.4641038605782279
r000275,u00011,e020,5,0.6880352452518627,0.8572022668245501,0.8425411760269386
r000276,u00057,e028,4,0.7084965957551307,0.9012430342355328,0.8041296063617431
r000277,u00025,e014,1,0.8973209200687734,0.7134275102544176,0.14016874216456077
r000278,u00024,e011,4,0.7041130065714957,0.7399398563067067,0.8673799938933693
r000279,u00011,e022,4,0.6770867946290452,0.615080204885492,0.8520570117323718
r000280,u00000,e020,4,0.7760460513548026,0.6571128183236933,0.8140047921608008
r000281,u00017,e013,3,0.7454821986319451,0.830251046260245,0.5204126735910293
r000282,u00065,e022,4,0.5437832777981602,0.8915132186446153,0.8178608356179925
r000283,u00027,e022,4,0.9004367160665675,0.4336558893896592,0.829480728941124
r000284,u00064,e012,5,0.9173552082755888,0.8225959948866882,0.790319641344363
r000285,u00011,e027,4,0.7620335318397818,0.511990248590087,0.8397809335343276
r000286,u00052,e024,4,0.8648107022764855,0.4939608133916549,0.8125172895722348
r000287,u00014,e025,5,0.794951181114662,0.5486064731838958,0.867118772134843
r000288,u00017,e007,3,0.969943965642119,0.8376836455215843,0.5367406934235934
r000289,u00011,e002,3,0.7019736465020199,0.8897417671146064,0.5060758298517338
r000290,u00056,e026,2,0.7406066361012523,0.5640839932610572,0.15039537177104206
r000291,u00051,e019,5,0.8610974718909389,0.6588357209459296,0.8172124278600781
r000292,u00009,e022,5,0.6641943730513434,0.4753803430116965,0.7692829721874455
r000293,u00064,e008,5,0.9089250818874356,0.7420525582066289,0.8631675954238441
r000294,u00002,e027,5,0.4974336433934346,0.8681666564601296,0.7723577791741395
r000295,u00076,e008,4,0.4103577149756804,0.5570689339487337,0.8693587806882739
r000296,u00034,e028,4,0.8805427179116807,0.7307316784548906,0.8698451714188871
r000297,u00049,e016,4,0.7234945882857319,0.5231536553039838,0.7667502711261815
r000298,u00031,e009,4,0.7941383597215884,0.5138372589895474,0.8080498287515168
r000299,u00077,e023,4,0.7482016709355881,0.6689910042464874,0.8017569031503126
